image_name,x_min,y_min,x_max,y_max,label,CaloriesPerServing
R-1-_jpg.rf.abe3bc7f096cb3d35f73a5d0ce3961a0.jpg,39,136,392.622,395.82,Idli,58
R-1-_jpg.rf.abe3bc7f096cb3d35f73a5d0ce3961a0.jpg,101,309,411.475,522.889,Idli,58
IMG_1313_jpg.rf.ac0a957b5b2f4851042b018df6a9af25.jpg,35,0,616.526,636.729,OnionPakoda,315
g6eq8pa8_mutton-curry_625x300_10_March_22_jpg.rf.abaca413b45031c586153dfa88851bcc.jpg,64,223,640.0,577.187,MuttonCurry,500
OIP2FCLZQS4_jpg.rf.abd909c1d5233290643cc8488a709ad8.jpg,37,113,485.375,606.469,RajmaCurry,240
chole-759_jpg.rf.abc186f55e12d022f119a53587009e60.jpg,256,125,558.746,383.733,Bhatura,300
chole-759_jpg.rf.abc186f55e12d022f119a53587009e60.jpg,255,305,613.746,567.976,Bhatura,300
chole-759_jpg.rf.abc186f55e12d022f119a53587009e60.jpg,43,234,247.281,445.307,Chole,350
R-10-_jpg.rf.ac6501418d8f57566e223679197462df.jpg,64,12,639.607,590.393,RasMalai,250
Dal-Tadka-1_jpg.rf.ac341568843a643275f39119570906df.jpg,0,0,624.0,544.671,Dal,130
maxresdefault_jpg.rf.ac6292c97f43cce10ebc79e4943f60af.jpg,5,80,640.341,640.0,FishCurry,300
Mutton-Varutharachathu1_jpg.rf.abab0f39ec83bfcec4a59718fecc01ff.jpg,3,68,434.662,530.806,MuttonCurry,500
R-28-_jpg.rf.ac6aa8172fc68f675f22da7d4acff919.jpg,235,376,611.754,600.583,Chole,350
R-28-_jpg.rf.ac6aa8172fc68f675f22da7d4acff919.jpg,18,218,277.183,522.6469999999999,Bhatura,300
7fd4972e-aff4-5c69-8c63-b90b4340b08a_jpg.rf.ac7000ab3e739b63ccd951f0ec2042bf.jpg,23,264,400.501,495.885,WhiteRice,205
7fd4972e-aff4-5c69-8c63-b90b4340b08a_jpg.rf.ac7000ab3e739b63ccd951f0ec2042bf.jpg,401,173,593.7529999999999,332.094,WhiteRice,205
R-30-_jpg.rf.ac47a08ea45edf950ee797bb8e390fd1.jpg,66,22,640.119,612.132,Dosa,168
tasty-and-sweet-malai-kulfi-302_jpg.rf.ac79089ff74ce0ee5c784e3a873d18ed.jpg,43,176,457.197,477.403,Kulfi,190
OIP0Y95A58T_jpg.rf.abb8b7de714c9ecd82c1a317a82836a7.jpg,33,45,591.0,618.74,ShahiPaneer,400
IMG_0409_jpg.rf.ac75e85f19e145d6e3b2e701cc30e913.jpg,0,101,559.319,640.5,Chole,350
veg-biryani-scaled_jpg.rf.ac92043db47a2c08dd1d4d4709658b8f.jpg,32,3,568.058,637.403,Biryani,450
poha-ef8f2f_jpg.rf.ac96c7894ce2477f747307cdbce0223e.jpg,379,193,640.222,516.88,Poha,250
L_jpg.rf.ac9821e0296971c92f3f3f56f4b63b2c.jpg,189,129,498.391,515.8910000000001,Lassi,220
Rajma_curry__2__jpg.rf.ac8cd0b508e84c02366603feb1c115fc.jpg,170,77,556.957,548.4649999999999,RajmaCurry,240
Bhindi_and_Paneer_Masala_Gravy_Recipe__jpg.rf.ac964f0476557d5eb9aaf807199c8a63.jpg,113,121,639.864,557.2429999999999,BhindiMasala,150
poha-beaten-rice-vegetables-90282189_jpg.rf.ac9e9f31f56d048a569cf0e4d5407b63.jpg,0,7,639.545,607.622,Poha,250
pepper-delight-fish-curry-with-coconut-milk-1_jpg.rf.aca68b647a86c0c1eba13b8f8e9c2295.jpg,104,136,502.92,433.401,FishCurry,300
maxresdefault-2-_jpg.rf.acb0d68a8b52f6e85d5d4f35c635e5f8.jpg,5,285,507.386,499.333,Lassi,220
maxresdefault-2-_jpg.rf.acb0d68a8b52f6e85d5d4f35c635e5f8.jpg,183,404,640.494,603.947,Lassi,220
maxresdefault-2-_jpg.rf.acb0d68a8b52f6e85d5d4f35c635e5f8.jpg,99,55,461.573,331.587,Lassi,220
IMG_6482_jpg.rf.acb2c668dc7dfd39446922e5f180d6d6.jpg,255,319,464.53,508.357,Chai,105
R-1-_jpg.rf.accfc752c60605cc6f3ac11e0ff062ec.jpg,140,110,617.819,576.443,AlooGobi,150
16_jpg.rf.acd0ba05a039d0a686e41194baf552f2.jpg,0,0,639.921,639.5,FishCurry,300
R-3-_jpg.rf.ace420b27746c078fa2243fd728fefc1.jpg,190,50,637.2139999999999,484.0,WhiteRice,205
R-23-_jpg.rf.acd17b24d9926e7f161a10f323e35cba.jpg,66,106,555.684,561.9839999999999,Poha,250
OIP-3-_jpg.rf.ace38b7ce7b55f3413f13429e8ef4df5.jpg,4,0,640.0,551.814,Chole,350
samosas-single-samosa-vegetables-samosa-indian-spices-top-white-background-62074307_jpg.rf.acf0ecdefe081c281096b6adffc43858.jpg,53,132,392.697,541.634,Samosa,262
2961981-ffaaf32228f44215a676f080037a2314_jpg.rf.ad156f36a476ce077ec27e2abe187e3f.jpg,154,10,489.578,636.594,MuttonCurry,500
rabdi-ghevar-is-a-disc_jpg.rf.acf8e34630fd81ba653dcd4c9989652b.jpg,17,36,495.386,640.347,Ghevar,400
maxresdefault-9-_jpg.rf.acfc18023956a1682d8d6d0262061bbd.jpg,0,81,637.658,611.243,AlooMasala,200
Ghevar-Recipe-Indian-Sweet_jpg.rf.ad216ea9a1cd2cc5cbfe31e3330606c9.jpg,98,0,504.585,567.835,Ghevar,400
kulhad-wali-chai-1566742544_jpg.rf.ad379a78c16597f49373bd2319721d5c.jpg,286,202,431.0,396.064,Chai,105
R-4-_jpg.rf.ad3a2222dbe42791fa4343e3dfdc9aa4.jpg,0,0,640.0,640.0,RajmaCurry,240
OIP_jpg.rf.ad17d75f0affdd6a57c86eb39e6b1a40.jpg,243,180,640.241,544.269,Ghevar,400
OIP_jpg.rf.ad17d75f0affdd6a57c86eb39e6b1a40.jpg,181,0,555.203,126.95,Ghevar,400
2019-03-12-12-48-07_jpg.rf.ad3d3b12979ad9050a797749593460f4.jpg,0,29,639.831,640.0,Poha,250
Aloo_Alu_Gobi_potato_Cauliflower_Stirfry_jpg.rf.ad437c2fb305e7d0153e9bdf4302064d.jpg,59,29,568.27,602.777,AlooGobi,150
OIP-7-_jpg.rf.ad43d6cb60bfbe42e401fd8b6e288436.jpg,337,61,558.63,375.537,GreenChutney,40
OIP-7-_jpg.rf.ad43d6cb60bfbe42e401fd8b6e288436.jpg,4,297,221.968,640.49,GreenChutney,40
Green-Chutney-1-720x720_jpg.rf.ad498eb5903aad73723bbdb3b9c2910a.jpg,0,165,588.883,566.48,GreenChutney,40
big_green_chutney_-_chutney_-14025_jpg.rf.ad4a4eefc27d91730e9bf47310d22179.jpg,170,107,503.2,492.448,GreenChutney,40
ECD16F20-34AA-4034-A4A5-C83683A26773_jpg.rf.ad4e614a0e155d3224643c86e1eeb0eb.jpg,213,130,463.387,442.311,Lassi,220
ECD16F20-34AA-4034-A4A5-C83683A26773_jpg.rf.ad4e614a0e155d3224643c86e1eeb0eb.jpg,0,0,213.0,145.438,Lassi,220
white-rice-6902996__340-1_jpg.rf.ad51b92d8563de60643c6b24d8de4ca9.jpg,329,217,615.831,522.203,WhiteRice,205
Instant-Pot-Goat-Curry-19_jpg.rf.ad53e6a0ee090cb891b8a468841ea809.jpg,154,80,528.631,465.109,MuttonCurry,500
12298404485d91c5f9df0f11-min_jpg.rf.ad577fe22b72d2f9007a8a8bbcf590c4.jpg,0,349,331.202,627.898,Chai,105
maxresdefault-6-_jpg.rf.ad5e4a4fba1117554490a1f3106b63a4.jpg,44,117,640.266,495.527,MuttonCurry,500
R-3-_jpg.rf.ad5a67e52a234190028dd058507f72f2.jpg,77,92,626.631,591.797,Samosa,262
R_jpg.rf.ad56d9f246f551f9eb4f574661d7429e.jpg,177,106,506.705,594.889,MuttonCurry,500
20191020_151608_jpg.rf.ad694eba4ac48d1d2ac758ab651da292.jpg,45,270,603.224,639.446,OnionPakoda,315
20191020_151608_jpg.rf.ad694eba4ac48d1d2ac758ab651da292.jpg,131,0,335.838,70.481,Chai,105
oats-poha_1515839717_jpg.rf.ad7b5377f625493686c5d448472d2310.jpg,17,0,529.541,639.901,Poha,250
biryani-1-scaled_jpg.rf.ad73371206102329c0ac704202160b88.jpg,0,66,546.094,597.825,Biryani,450
Shahi-Paneer-1-of-6_jpg.rf.ad7c23ab53c2b7b4cbcc09f9f0c1081e.jpg,0,43,434.355,639.582,ShahiPaneer,400
rajma-curry-recipe3-1_jpg.rf.ad829303748ae5b08f70c2d3b91d9291.jpg,150,240,640.3009999999999,628.162,RajmaCurry,240
rajma-curry-recipe3-1_jpg.rf.ad829303748ae5b08f70c2d3b91d9291.jpg,0,3,226.013,367.285,WhiteRice,205
GreenChutney2_jpg.rf.ad71856a8fa61dd254399c854b08f99b.jpg,148,14,461.583,463.649,GreenChutney,40
WhatsApp-Image-2018-12-07-at-5-18-12-AM_jpg.rf.ada0b97194e5975422997e5552f3fdc2.jpg,156,14,561.731,638.259,FishCurry,300
maxresdefault-7-_jpg.rf.ad99b8947c98eafa5fd546cc75c22a04.jpg,0,0,634.306,629.0,Ghevar,400
R-30-_jpg.rf.ad86854b3ac8a0567e7b207ee5546bc4.jpg,165,72,486.462,613.124,RasMalai,250
Untitled-design14_jpg.rf.ad9463bd3e3383d877be2659f8e33acf.jpg,0,0,640.0,640.0,Dal,130
P1850115_jpg.rf.ad8c3f93bc8b0616267cc198c1fadb16.jpg,104,149,506.275,542.327,DumAloo,300
IMG_20210601_190018_2_compress9-1-_jpg.rf.adab4ec0a6a46e1a1c1c934c4da4a6fe.jpg,145,34,410.689,364.731,Bhatura,300
IMG_20210601_190018_2_compress9-1-_jpg.rf.adab4ec0a6a46e1a1c1c934c4da4a6fe.jpg,2,209,252.654,535.9449999999999,Bhatura,300
IMG_20210601_190018_2_compress9-1-_jpg.rf.adab4ec0a6a46e1a1c1c934c4da4a6fe.jpg,353,269,548.246,558.062,Chole,350
Goan-Fish-Curry-fp_jpg.rf.adb4733373841e7e830489fd1735087b.jpg,124,143,524.3340000000001,533.211,FishCurry,300
Goan-Fish-Curry-fp_jpg.rf.adb4733373841e7e830489fd1735087b.jpg,0,548,68.781,639.991,WhiteRice,205
R-10-_jpg.rf.adcc1ceeb10ac0cd0830c1799e6c02d9.jpg,76,24,638.773,640.038,RajmaCurry,240
4923242ed747dee086ab7355a5a33689_jpg.rf.adaf81315b24ed90d281b0a423694141.jpg,26,2,640.0,640.182,AlooMasala,200
Green-Chutneysauce-for-sandwich_jpg.rf.adc76432a0ee933fdad945fd86f7d81f.jpg,141,56,498.849,640.091,GreenChutney,40
R-31-_jpg.rf.addaa2264cd82c6c53329e422296aba2.jpg,13,0,640.5,639.709,CoconutChutney,100
WhiteRice-1-_jpg.rf.adc7f7888ed144ca6e96fd51151f0dc3.jpg,0,0,640.0,597.142,WhiteRice,205
IMG_5536-2-791x1024_jpg.rf.adb4f4f4ccae564c4dbd5d2a311b6ed9.jpg,0,0,640.0,640.0,MuttonCurry,500
20200618_183652_jpg.rf.adb2cbf17cff39066200ba4f5e70fb2b.jpg,0,9,639.633,639.977,Jalebi,150
R-18-_jpg.rf.addbad78aa9538b12e95ee66ea772576.jpg,12,2,640.013,639.84,AlooGobi,150
3W6B0562_jpg.rf.addfe7a51130df31e862c56d4aec59f5.jpg,31,101,533.0989999999999,567.3430000000001,OnionPakoda,315
chole3_jpg.rf.ade09729178b4149a029aa0d82f7698a.jpg,0,12,638.881,639.578,Chole,350
IMG_20200913_175714_compress97_jpg.rf.ade0fa43e74ee6f4e28a85bdad7503d4.jpg,121,111,518.687,424.064,BhindiMasala,150
Chole-Bhature-06_jpg.rf.ade9449a69c8d4dc50490917a2c8f4a1.jpg,70,84,312.068,283.361,Bhatura,300
Chole-Bhature-06_jpg.rf.ade9449a69c8d4dc50490917a2c8f4a1.jpg,131,1,436.842,219.728,Bhatura,300
Chole-Bhature-06_jpg.rf.ade9449a69c8d4dc50490917a2c8f4a1.jpg,288,59,593.268,312.716,Bhatura,300
Chole-Bhature-06_jpg.rf.ade9449a69c8d4dc50490917a2c8f4a1.jpg,56,343,389.861,586.885,Chole,350
cocnut-chutney-scaled_jpg.rf.adee490d8b89e6ea37bfdc278bd410de.jpg,39,0,639.896,637.17,CoconutChutney,100
easy-shahi-paneer-recipe-1-_jpg.rf.adedee41c1a6c5864cb00e0dfb8dd2ff.jpg,103,110,529.0889999999999,640.377,ShahiPaneer,400
OIP-3-1_jpg.rf.adf15d0911cb548b64ad1d385d1cdad8.jpg,0,0,640.0,640.0,AlooMasala,200
tandoori-chai_jpg.rf.adf6160d8fef0d7e8a1f4835bcb40604.jpg,130,216,465.911,353.157,Chai,105
13036419849428a61aa6791e00951ede_jpg.rf.adf9a1f47238ac64700775fad4f460bf.jpg,83,15,470.738,416.525,Bhatura,300
13036419849428a61aa6791e00951ede_jpg.rf.adf9a1f47238ac64700775fad4f460bf.jpg,0,352,328.856,640.0,Bhatura,300
13036419849428a61aa6791e00951ede_jpg.rf.adf9a1f47238ac64700775fad4f460bf.jpg,346,414,556.264,609.435,Chole,350
R-14-_jpg.rf.ae00b0895058d2a21d6dda31ef16f00e.jpg,0,0,639.359,640.0,AlooGobi,150
985792_jpg.rf.ae001d930e6d3a2a97c25582e005cc25.jpg,159,91,478.98,326.355,ShahiPaneer,400
R-18-_jpg.rf.ae16942fd0d7702ef3e05df4bc9223f3.jpg,353,340,614.162,636.842,Bhatura,300
R-18-_jpg.rf.ae16942fd0d7702ef3e05df4bc9223f3.jpg,0,113,236.054,354.586,Chole,350
R-18-_jpg.rf.ae16942fd0d7702ef3e05df4bc9223f3.jpg,278,320,534.975,582.7719999999999,Bhatura,300
R-18-_jpg.rf.ae16942fd0d7702ef3e05df4bc9223f3.jpg,233,307,501.917,597.028,Bhatura,300
R-18-_jpg.rf.ae16942fd0d7702ef3e05df4bc9223f3.jpg,153,286,459.546,594.889,Bhatura,300
1-20210106_191039_jpg.rf.ae2c398dbb6b06ac51a3e783596e57ec.jpg,280,325,477.403,541.422,Idli,58
1-20210106_191039_jpg.rf.ae2c398dbb6b06ac51a3e783596e57ec.jpg,350,221,538.356,407.236,Idli,58
1-20210106_191039_jpg.rf.ae2c398dbb6b06ac51a3e783596e57ec.jpg,319,75,513.054,281.352,Idli,58
1-20210106_191039_jpg.rf.ae2c398dbb6b06ac51a3e783596e57ec.jpg,187,26,370.962,258.096,Idli,58
coconut-chutney-easy_jpg.rf.ae19d7568c3ad77a8fa6e795d49b288a.jpg,123,98,574.133,461.643,CoconutChutney,100
1614664667_untitled-design-3_jpg.rf.ae2908a0bff87d6975b4855fd666ba9c.jpg,243,182,451.118,478.498,Chai,105
Punjabi-Rajma-Curry-Recipe-768x576_jpg.rf.ae4742f3b22d396eeb791abfb6ee71e1.jpg,83,144,639.795,550.617,RajmaCurry,240
fullsizerender-7-473x650_jpg.rf.ae3a946c7dc7725f32965a0b2d00491b.jpg,59,95,530.366,533.203,Kulfi,190
DSC_0519_jpg.rf.ae46077e5195218d2be1af6eeaf33dd8.jpg,227,3,570.2470000000001,371.945,Chole,350
DSC_0519_jpg.rf.ae46077e5195218d2be1af6eeaf33dd8.jpg,319,446,545.304,640.346,Bhatura,300
DSC_0519_jpg.rf.ae46077e5195218d2be1af6eeaf33dd8.jpg,527,542,639.763,639.938,Bhatura,300
DSC_0519_jpg.rf.ae46077e5195218d2be1af6eeaf33dd8.jpg,501,301,639.562,580.652,Bhatura,300
Make-Jalebi-Step-18-Version-7_jpg.rf.ae497c8ce23b869b6d37ed8afc23490c.jpg,3,45,639.687,607.757,Jalebi,150
DSC_0256_jpg.rf.ae30bcd12e43a5fe552a20c34340a157.jpg,133,334,365.0,511.35,Kebab,200
DSC_0256_jpg.rf.ae30bcd12e43a5fe552a20c34340a157.jpg,99,257,351.0,442.466,Kebab,200
DSC_0256_jpg.rf.ae30bcd12e43a5fe552a20c34340a157.jpg,123,222,277.0,336.896,Kebab,200
DSC_0256_jpg.rf.ae30bcd12e43a5fe552a20c34340a157.jpg,0,167,211.0,290.228,Kebab,200
DSC_0256_jpg.rf.ae30bcd12e43a5fe552a20c34340a157.jpg,1,114,139.0,208.803,Kebab,200
DSC_0256_jpg.rf.ae30bcd12e43a5fe552a20c34340a157.jpg,0,265,178.0,403.036,Kebab,200
DSC_0256_jpg.rf.ae30bcd12e43a5fe552a20c34340a157.jpg,405,499,609.0,637.187,GreenChutney,40
easy-fish-curry-133188-1_jpg.rf.ae47fe320db3fb6e82abd0e60dc43896.jpg,0,192,590.177,639.3140000000001,FishCurry,300
bhindi-masala-14_jpg.rf.ae4ca330197bdb269cd0bd9300f104a1.jpg,32,172,528.904,511.64,BhindiMasala,150
malaysian-assam-fish-curry-3_jpg.rf.ae52cea310b8a30dea3acff5f34a3b2a.jpg,8,2,385.276,639.904,FishCurry,300
Malai-Kulfi_finalforweb5_jpg.rf.ae5864e9f469a9ef22f557e8306183a0.jpg,198,58,609.9580000000001,507.071,Kulfi,190
Malai-Kulfi_finalforweb5_jpg.rf.ae5864e9f469a9ef22f557e8306183a0.jpg,458,0,640.0,349.93,Kulfi,190
Dum-Aloo-680x453_jpg.rf.ae5d3a024b9241fd9e574b139397c778.jpg,99,83,525.635,538.467,DumAloo,300
R-1-_jpg.rf.ae5a9ca7209b5074359a6e8b1aba72e0.jpg,118,12,404.552,267.695,Bhatura,300
R-1-_jpg.rf.ae5a9ca7209b5074359a6e8b1aba72e0.jpg,0,176,264.843,482.521,Bhatura,300
R-1-_jpg.rf.ae5a9ca7209b5074359a6e8b1aba72e0.jpg,221,170,555.271,565.3589999999999,Bhatura,300
R-1-_jpg.rf.ae5a9ca7209b5074359a6e8b1aba72e0.jpg,261,40,449.223,275.002,Bhatura,300
R-28-_jpg.rf.ae6ad5f57e355c8bfe88477178130015.jpg,0,68,635.674,588.753,DumAloo,300
how-to-cook-white-rice-4_jpg.rf.ae7e78439dd384b5b161de3667f80726.jpg,45,120,585.0,573.451,WhiteRice,205
chutney-930x620_jpg.rf.ae8d54df63efc8ab1d5a259b788dc0f7.jpg,35,161,402.803,418.749,GreenChutney,40
mysore-masala-dosa-recipe_jpg.rf.ae93d51623ef81265abb8f5c21111461.jpg,167,186,632.068,623.812,Dosa,168
mysore-masala-dosa-recipe_jpg.rf.ae93d51623ef81265abb8f5c21111461.jpg,315,0,458.883,227.846,CoconutChutney,100
DSC05645_jpg.rf.ae85de0f0b52cf891bf255c5af4aa7f0.jpg,1,0,640.255,639.997,OnionPakoda,315
8381184407_53e25c5d61_n_jpg.rf.aea2ca3f611ca29b4cbf5c20a410bdd0.jpg,104,65,634.616,606.702,RajmaCurry,240
R-1-_jpg.rf.aeae7197825b748ec2af1d04f851b8c7.jpg,48,173,584.755,405.27,MuttonCurry,500
R-1-_jpg.rf.aeae7197825b748ec2af1d04f851b8c7.jpg,378,413,612.713,639.8050000000001,Biryani,450
maxresdefault-6-_jpg.rf.aeb7d5ecd4f04ebeaf969bd20f2c7665.jpg,48,1,479.331,639.586,Ghevar,400
1680082_jpg.rf.ae95d783f13f59e4d48471a7e9fce630.jpg,0,0,640.0,640.0,AlooMasala,200
52ffd67a4dd8b8169c467640b4fadb59_jpg.rf.ae9c930f6b582ee88e5c3391708e4551.jpg,104,104,635.099,571.8389999999999,OnionPakoda,315
R-1-_jpg.rf.aea5035ed9856b4887c34abdc5b9bb0a.jpg,45,82,591.0,467.43,Samosa,262
best-simple-and-delicious-dal-fry-or-tadka_jpg.rf.aec07115318e40992f137d84607c91fb.jpg,38,79,633.835,544.082,Dal,130
2961981-ffaaf32228f44215a676f080037a2314_jpg.rf.aed17a936de05d9db5bc20b0330b4007.jpg,7,154,627.795,525.4110000000001,MuttonCurry,500
1211762060687_jpg.rf.aeca5c51481f2667285fdddf88bb7231.jpg,0,0,640.0,640.0,WhiteRice,205
1_jpg.rf.aecb6473fce9bb2161d140ab385c463d.jpg,0,0,639.534,620.0,Biryani,450
249-Dal-Tadka-2_jpg.rf.aed25871ed0b382c4133d4fc3b0fd7c1.jpg,165,104,468.35,516.758,Dal,130
mutton-kuzhambu-for-rice-1-2_jpg.rf.aee1cb26668173484cf99f70443f683d.jpg,52,97,566.519,477.723,MuttonCurry,500
mutton-kuzhambu-for-rice-1-2_jpg.rf.aee1cb26668173484cf99f70443f683d.jpg,178,492,616.5609999999999,640.141,WhiteRice,205
R-11-_jpg.rf.aefc0ba82ab4bb9bd885d907d39b0e77.jpg,0,2,640.0,640.429,AlooMasala,200
maxresdefault-15-_jpg.rf.aef757b6de8a65f80c17ac1d499cb2cf.jpg,18,131,607.894,639.9169999999999,RasMalai,250
Kacchi_Chicken_Biryani_03_jpg.rf.aef83ad9a69b037bc97f683bc4059d2d.jpg,7,10,571.19,522.091,Biryani,450
R-49-_jpg.rf.af02b0119b95b0a1c37270d37f5d6901.jpg,0,53,483.766,632.519,AlooMasala,200
OIP-1-_jpg.rf.af02997b23c34f9f1d5b37fa54583bd4.jpg,0,31,567.48,640.078,AlooGobi,150
plain_lassi_jpg.rf.aeecccbca9f46e41fad0ce0fca723b94.jpg,96,47,581.169,363.344,Lassi,220
plain_lassi_jpg.rf.aeecccbca9f46e41fad0ce0fca723b94.jpg,171,293,554.8199999999999,592.581,Lassi,220
FB_IMG_1459460046186_jpg.rf.af0064f0c8d4fc098f8514d089e2fe2f.jpg,9,36,614.348,616.114,OnionPakoda,315
varanasi-india-o-mango-lassi-from-blue-lassi-the-nicest-in-india_jpg.rf.af033276709b27b303b9ed6d1b0aea17.jpg,113,230,491.017,521.86,Lassi,220
maxresdefault-4-_jpg.rf.af399d4bf5e23c00e72af209ae73983d.jpg,0,79,634.476,577.6220000000001,Dal,130
GhevarRajasthaniSweet_jpg.rf.af04f9a61d658078c0459a32faee0ca2.jpg,108,129,556.071,522.004,Ghevar,400
R-33-_jpg.rf.af0db3b66edf7b9c3f718e85b590ad92.jpg,0,0,286.0,317.0,Dal,130
R-33-_jpg.rf.af0db3b66edf7b9c3f718e85b590ad92.jpg,267,204,628.37,550.115,WhiteRice,205
R-33-_jpg.rf.af0db3b66edf7b9c3f718e85b590ad92.jpg,175,241,599.11,520.1890000000001,Dal,130
R-39-_jpg.rf.af1331afb016554e4b09d53b4f467d1b.jpg,36,93,607.583,639.511,Dal,130
maxresdefault-3-_jpg.rf.af46c5f6c07d62dbb2ebfc22cfd1bfc0.jpg,0,149,560.98,466.019,Chole,350
OIP-3-_jpg.rf.af3a069350692e993fcce297007baec5.jpg,116,120,576.365,494.511,Poha,250
GreenChutney_H2_jpg.rf.af4f12f55100a3c26229ace0c8e4e793.jpg,111,23,536.221,470.472,GreenChutney,40
unnamed_jpg.rf.af409fe56d704f23c843e5351b211e2c.jpg,7,0,640.5,537.659,RasMalai,250
Coriander-Chutney_jpg.rf.af66957b7fea1af5aec8bba04cd47712.jpg,108,35,594.752,565.653,GreenChutney,40
coconut-chutney-15-_jpg.rf.af50d654f1be2426d911df7f0f03642b.jpg,151,139,489.0,500.933,CoconutChutney,100
Photo01941_jpg.rf.af76384029745132aac0c0ca00d7c177.jpg,154,35,557.002,564.968,MuttonCurry,500
dsc_0996_jpg.rf.af78697694b84f65fbd34758aba369fb.jpg,0,1,576.5,640.197,BhindiMasala,150
1011634b9506925271c7568584be8de4_jpg.rf.af7aa1f23c30264828b6d9f6390119a0.jpg,110,212,542.387,640.1949999999999,Samosa,262
1011634b9506925271c7568584be8de4_jpg.rf.af7aa1f23c30264828b6d9f6390119a0.jpg,47,48,434.708,354.643,Samosa,262
1011634b9506925271c7568584be8de4_jpg.rf.af7aa1f23c30264828b6d9f6390119a0.jpg,117,417,419.067,640.1949999999999,Samosa,262
OIP-10-_jpg.rf.af7b2ca35fc76c5fdbd79e42598cfa93.jpg,309,0,489.895,325.956,Idli,58
OIP-10-_jpg.rf.af7b2ca35fc76c5fdbd79e42598cfa93.jpg,395,51,546.424,411.381,Idli,58
OIP-10-_jpg.rf.af7b2ca35fc76c5fdbd79e42598cfa93.jpg,469,168,624.609,508.614,Idli,58
OIP-10-_jpg.rf.af7b2ca35fc76c5fdbd79e42598cfa93.jpg,82,220,251.625,635.126,Idli,58
OIP-10-_jpg.rf.af7b2ca35fc76c5fdbd79e42598cfa93.jpg,157,366,319.513,631.0799999999999,Idli,58
OIP-10-_jpg.rf.af7b2ca35fc76c5fdbd79e42598cfa93.jpg,280,480,427.664,625.614,Idli,58
R-2-_jpg.rf.af7fa1e440fc956c32bf555253f7ef1e.jpg,208,0,598.6320000000001,465.314,Dosa,168
R-2-_jpg.rf.af7fa1e440fc956c32bf555253f7ef1e.jpg,340,478,413.822,575.229,CoconutChutney,100
1-DSCN1858_jpg.rf.af8e51f9a360c5e445a4ad671e9cdd18.jpg,0,185,339.885,513.146,GreenChutney,40
Shevyachi-Kheer-768x1152-1-_jpg.rf.af7cc63a32a9c4c3f38c3f13bd3616e6.jpg,140,188,446.448,565.818,Kheer,300
